Id,Channel Identifier,Abs. Time,Sender,Message,ID,Avatar,
46954,GSL_G.7_main_1,1706901421358,P.98,not for a while at least,"""P.94_P.98""",97946,fox.png
46955,GSL_G.7_main_1,1706901421411,P.101,it's like the whole thing that architecture has really gone down hill,"""P.94_P.101""",18608,dog2.png
46956,GSL_G.7_main_1,1706901422807,P.97,Do you like exploring nature and stargazing?,"""P.95_P.97""",76003,monkey.png
46957,GSL_G.7_main_1,1706901426390,P.91,yeah lol I bet. idk if I could do that lol,"""P.91_P.101""",220828,Pig.png
46958,GSL_G.7_main_1,1706901428231,P.101,contemporary architecture is so ugly,"""P.94_P.101""",18608,dog2.png
46959,GSL_G.7_main_1,1706901430424,P.98,maybe ill get one after i graduate though,"""P.94_P.98""",97946,fox.png
46960,GSL_G.7_main_1,1706901431097,P.89,I wanna be an ophthalmologist bc my little cousin was born with an eye condition,"""P.89_P.91""",183128,zebra.png
46961,GSL_G.7_main_1,1706901434764,P.96,and then some romance ones by I want to say Emily something ?,"""P.91_P.96""",108038,dog.png
46962,GSL_G.7_main_1,1706901438022,P.89,and its interested me ever since,"""P.89_P.91""",183128,zebra.png
46963,GSL_G.7_main_1,1706901442394,P.100,It's tradition in my org so we have a lot of events,"""P.98_P.100""",688468,moose.png
46964,GSL_G.7_main_1,1706901444430,P.89,and I like helping people and all that,"""P.89_P.91""",183128,zebra.png
46965,GSL_G.7_main_1,1706901446762,P.101,it's an amazing movie,"""P.96_P.101""",18608,dog2.png
46966,GSL_G.7_main_1,1706901447557,P.98,ouuuu that sounds fun,"""P.91_P.98""",97946,fox.png
46967,GSL_G.7_main_1,1706901447838,P.96,I have dabbled in Colleen Hoover but def not a big fan,"""P.91_P.96""",108038,dog.png
46968,GSL_G.7_main_1,1706901448932,P.94,do you also have to do discussion?,"""P.89_P.94""",598908,bear.png
46969,GSL_G.7_main_1,1706901453016,P.89,it was so funny,"""P.89_P.96""",183128,zebra.png
46970,GSL_G.7_main_1,1706901454458,P.91,Nice,"""P.91_P.96""",220828,Pig.png
46971,GSL_G.7_main_1,1706901455790,P.96,ah ill have to watch sometime,"""P.96_P.101""",108038,dog.png
46972,GSL_G.7_main_1,1706901459637,P.95,I am more of a person who like to stay at home with a head phone and computer lol,"""P.95_P.97""",243614,elephant.png
46973,GSL_G.7_main_1,1706901459760,P.89,ajhhhh the good ole days,"""P.89_P.96""",183128,zebra.png
46974,GSL_G.7_main_1,1706901463208,P.101,you definitely should,"""P.96_P.101""",18608,dog2.png
46975,GSL_G.7_main_1,1706901464186,P.98,thats so fun!,"""P.98_P.100""",97946,fox.png
46976,GSL_G.7_main_1,1706901464783,P.100,me and the chair running it spent $600 yesterday getting supplies,"""P.98_P.100""",688468,moose.png
46977,GSL_G.7_main_1,1706901466043,P.89,no,"""P.89_P.94""",183128,zebra.png
46978,GSL_G.7_main_1,1706901467962,P.89,do u ?,"""P.89_P.94""",183128,zebra.png
46979,GSL_G.7_main_1,1706901468413,P.96,so funny,"""P.89_P.96""",108038,dog.png
46980,GSL_G.7_main_1,1706901471808,P.89,oh,"""P.89_P.97""",183128,zebra.png
46981,GSL_G.7_main_1,1706901474049,P.98,oh my gosh,"""P.98_P.100""",97946,fox.png
46982,GSL_G.7_main_1,1706901474318,P.89,like anime?,"""P.89_P.97""",183128,zebra.png
46983,GSL_G.7_main_1,1706901475797,P.91,I just got a Michael Lewis book but the first chapter is missing so ig I gotta find it online or something lol,"""P.91_P.96""",220828,Pig.png
46984,GSL_G.7_main_1,1706901480226,P.98,definitely sounds like its gonna be fun,"""P.98_P.100""",97946,fox.png
46985,GSL_G.7_main_1,1706901481701,P.94,"tbh i can get behind brutalism, esp eco brutalism, but everything else is just ugh","""P.94_P.101""",598908,bear.png
46986,GSL_G.7_main_1,1706901482598,P.89,what was ur fav show growin gup,"""P.89_P.96""",183128,zebra.png
46987,GSL_G.7_main_1,1706901485236,P.97,Haha! Definitely going to be me tonight,"""P.95_P.97""",76003,monkey.png
46988,GSL_G.7_main_1,1706901485963,P.91,yeah absolutely,"""P.91_P.97""",220828,Pig.png
46989,GSL_G.7_main_1,1706901486004,P.89,ong I cant spell,"""P.89_P.96""",183128,zebra.png
46990,GSL_G.7_main_1,1706901495765,P.89,colonial area,"""P.89_P.101""",183128,zebra.png
46991,GSL_G.7_main_1,1706901497449,P.98,where are you guys going,"""P.98_P.100""",97946,fox.png
46992,GSL_G.7_main_1,1706901498052,P.91,I'm out of state so being able to see the stuff around here is really cool,"""P.91_P.97""",220828,Pig.png
46993,GSL_G.7_main_1,1706901499907,P.91,wbu?,"""P.91_P.97""",220828,Pig.png
46994,GSL_G.7_main_1,1706901500068,P.100,"It's fifth aniverery of swimming, love it","""P.96_P.100""",688468,moose.png
46995,GSL_G.7_main_1,1706901500386,P.89,Interesting,"""P.89_P.101""",183128,zebra.png
46996,GSL_G.7_main_1,1706901500893,P.94,i would not mind going back to some neoclassical stuff,"""P.94_P.101""",598908,bear.png
46997,GSL_G.7_main_1,1706901501919,P.101,ok weird question if you were in an apocalypse would you be the first to die or the last to die?,"""P.96_P.101""",18608,dog2.png
46998,GSL_G.7_main_1,1706901505854,P.100,who's your fav artist,"""P.96_P.100""",688468,moose.png
46999,GSL_G.7_main_1,1706901507808,P.96,oh shit,"""P.91_P.96""",108038,dog.png
47000,GSL_G.7_main_1,1706901508993,P.89,ghosts r scary,"""P.89_P.101""",183128,zebra.png
47001,GSL_G.7_main_1,1706901510227,P.96,where's it from,"""P.91_P.96""",108038,dog.png
47002,GSL_G.7_main_1,1706901511381,P.97,It's not anime per se,"""P.89_P.97""",76003,monkey.png
47003,GSL_G.7_main_1,1706901515643,P.89,but like I dont believe they r real,"""P.89_P.101""",183128,zebra.png
47004,GSL_G.7_main_1,1706901520598,P.98,thank goodness for them,"""P.97_P.98""",97946,fox.png
47005,GSL_G.7_main_1,1706901521194,P.94,suburbia is an aesthetic nightmare,"""P.94_P.101""",598908,bear.png
47006,GSL_G.7_main_1,1706901523554,P.96,yes but I prefer sunrise/sunset,"""P.96_P.97""",108038,dog.png
47007,GSL_G.7_main_1,1706901525417,P.91,thats a really cool reason,"""P.89_P.91""",220828,Pig.png
47008,GSL_G.7_main_1,1706901526777,P.94,nope thank god,"""P.89_P.94""",598908,bear.png
47009,GSL_G.7_main_1,1706901527658,P.97,I loveee nature!,"""P.91_P.97""",76003,monkey.png
47010,GSL_G.7_main_1,1706901527950,P.100,I'm studying CS with a Data Science minor,"""P.95_P.100""",688468,moose.png
47011,GSL_G.7_main_1,1706901529892,P.101,see and thats where we differ,"""P.89_P.101""",18608,dog2.png
47012,GSL_G.7_main_1,1706901533691,P.95,"Haha, are you more of a person who like watching tv/films or playing video games","""P.95_P.97""",243614,elephant.png
47013,GSL_G.7_main_1,1706901533700,P.96,hahahah same im horrible w typos,"""P.89_P.96""",108038,dog.png
47014,GSL_G.7_main_1,1706901534378,P.97,Stargazing is one of my favorite activities,"""P.91_P.97""",76003,monkey.png
47015,GSL_G.7_main_1,1706901535469,P.101,idk i feel like yes,"""P.89_P.101""",18608,dog2.png
47016,GSL_G.7_main_1,1706901535667,P.89,oh,"""P.89_P.97""",183128,zebra.png
47017,GSL_G.7_main_1,1706901536898,P.98,last semseter I went to some and I honestly was still lost,"""P.97_P.98""",97946,fox.png
47018,GSL_G.7_main_1,1706901538708,P.97,Charlottesville is very beautiful,"""P.91_P.97""",76003,monkey.png
47019,GSL_G.7_main_1,1706901539321,P.89,hmmmm,"""P.89_P.97""",183128,zebra.png
47020,GSL_G.7_main_1,1706901541577,P.100,I'm kinda a tryhard tbh,"""P.95_P.100""",688468,moose.png
47021,GSL_G.7_main_1,1706901542990,P.96,prob wizards of waverly place,"""P.89_P.96""",108038,dog.png
47022,GSL_G.7_main_1,1706901545579,P.94,ive actually never had to do discussion,"""P.89_P.94""",598908,bear.png
47023,GSL_G.7_main_1,1706901546974,P.96,Alex Russo was my queen,"""P.89_P.96""",108038,dog.png
47024,GSL_G.7_main_1,1706901548909,P.99,test,"""P.89_P.99""",269608,fox2.png
47025,GSL_G.7_main_1,1706901548963,P.98,so hopefully some this semester will be better if I need them,"""P.97_P.98""",97946,fox.png
47026,GSL_G.7_main_1,1706901550961,P.101,but horror movies do take me out of commission and make me paranoid so,"""P.89_P.101""",18608,dog2.png
47027,GSL_G.7_main_1,1706901551845,P.89,I feel like ive heard of spirited away,"""P.89_P.97""",183128,zebra.png
47028,GSL_G.7_main_1,1706901554113,P.97,It def varies for me a lot,"""P.95_P.97""",76003,monkey.png
47029,GSL_G.7_main_1,1706901554801,P.95,"sounds good, I am also an CS student","""P.95_P.100""",243614,elephant.png
47030,GSL_G.7_main_1,1706901554898,P.89,huh,"""P.89_P.99""",183128,zebra.png
47031,GSL_G.7_main_1,1706901557583,P.94,for any class i've taken at uva,"""P.89_P.94""",598908,bear.png
47032,GSL_G.7_main_1,1706901558463,P.100,Same here I feel like I'm doing type races,"""P.94_P.100""",688468,moose.png
47033,GSL_G.7_main_1,1706901562107,P.101,yeah it's horrible,"""P.91_P.101""",18608,dog2.png
47034,GSL_G.7_main_1,1706901563871,P.97,Sometimes i'll find a game and i'll play it a lot,"""P.95_P.97""",76003,monkey.png
47035,GSL_G.7_main_1,1706901565416,P.89,oohhh yeah that was a great show,"""P.89_P.96""",183128,zebra.png
47036,GSL_G.7_main_1,1706901568275,P.101,i am the opposite of a morning person,"""P.91_P.101""",18608,dog2.png
47037,GSL_G.7_main_1,1706901568509,P.96,ok lowkey thought about this a lot and cop out answer but like dead middle,"""P.96_P.101""",108038,dog.png
47038,GSL_G.7_main_1,1706901569830,P.100,also I think one of the people is a AI but I'm not sure,"""P.94_P.100""",688468,moose.png
47039,GSL_G.7_main_1,1706901572904,P.91,"Idk i think amazon, was a hand me down from my dad lol so its old, probably wasnt put together well and fell out","""P.91_P.96""",220828,Pig.png
47040,GSL_G.7_main_1,1706901574107,P.94,slay,"""P.94_P.98""",598908,bear.png
47041,GSL_G.7_main_1,1706901574340,P.97,"But other times, i feel like a film fanatic and watch movies after movies","""P.95_P.97""",76003,monkey.png
47042,GSL_G.7_main_1,1706901578377,P.96,I have contact lenses and am like blind without them,"""P.96_P.101""",108038,dog.png
47043,GSL_G.7_main_1,1706901582696,P.89,what abt like kickin it,"""P.89_P.96""",183128,zebra.png
47044,GSL_G.7_main_1,1706901584329,P.97,"but sometimes, i just watch youtube and video essays","""P.95_P.97""",76003,monkey.png
47045,GSL_G.7_main_1,1706901585265,P.97,hbu,"""P.95_P.97""",76003,monkey.png
47046,GSL_G.7_main_1,1706901586138,P.89,btr,"""P.89_P.96""",183128,zebra.png
47047,GSL_G.7_main_1,1706901587421,P.100,"It was alright, I was far to busy tho","""P.89_P.100""",688468,moose.png
47048,GSL_G.7_main_1,1706901593787,P.94,what year are you graduating? or am i not allowed to ask that,"""P.94_P.98""",598908,bear.png
47049,GSL_G.7_main_1,1706901594624,P.97,Ah I like that,"""P.96_P.97""",76003,monkey.png
47050,GSL_G.7_main_1,1706901595221,P.98,will you get a cat of your own?,"""P.94_P.98""",97946,fox.png
47051,GSL_G.7_main_1,1706901595946,P.89,same until this sem,"""P.89_P.94""",183128,zebra.png
47052,GSL_G.7_main_1,1706901598846,P.100,Just quit being a bouncer so I have more time now,"""P.89_P.100""",688468,moose.png
47053,GSL_G.7_main_1,1706901598895,P.101,and coffee makes me jittery and manic,"""P.91_P.101""",18608,dog2.png
47054,GSL_G.7_main_1,1706901602777,P.89,but its not as bad as I thought,"""P.89_P.94""",183128,zebra.png
47055,GSL_G.7_main_1,1706901603163,P.96,so I think I could survive until I lost my vision lmao,"""P.96_P.101""",108038,dog.png
47056,GSL_G.7_main_1,1706901605635,P.89,yes,"""P.89_P.91""",183128,zebra.png
47057,GSL_G.7_main_1,1706901606021,P.98,i'm not sure if that's like against the rules or not,"""P.94_P.98""",97946,fox.png
47058,GSL_G.7_main_1,1706901607481,P.94,wait how so?,"""P.94_P.100""",598908,bear.png
47059,GSL_G.7_main_1,1706901607892,P.101,so i just wait for my nap after lol,"""P.91_P.101""",18608,dog2.png
47060,GSL_G.7_main_1,1706901610936,P.97,Yes! Im sure it will be,"""P.97_P.98""",76003,monkey.png
47061,GSL_G.7_main_1,1706901610982,P.98,im a first year thoughn,"""P.94_P.98""",97946,fox.png
47062,GSL_G.7_main_1,1706901613264,P.89,wbu why cs,"""P.89_P.91""",183128,zebra.png
47063,GSL_G.7_main_1,1706901614593,P.100,"Thats so nice, I just have one but its recorded","""P.100_P.101""",688468,moose.png
47064,GSL_G.7_main_1,1706901615391,P.96,have u taken astronomy courses here?,"""P.96_P.97""",108038,dog.png
47065,GSL_G.7_main_1,1706901617700,P.98,its not super identifying,"""P.94_P.98""",97946,fox.png
47066,GSL_G.7_main_1,1706901619770,P.95,"I am now more of a video games, but most time playing with friends, so it is more of a social event for me now","""P.95_P.97""",243614,elephant.png
47067,GSL_G.7_main_1,1706901620048,P.98,should be fine lol,"""P.94_P.98""",97946,fox.png
47068,GSL_G.7_main_1,1706901620658,P.89,LOL,"""P.89_P.101""",183128,zebra.png
47069,GSL_G.7_main_1,1706901621779,P.100,so do I really have a class today?,"""P.100_P.101""",688468,moose.png
47070,GSL_G.7_main_1,1706901622785,P.97,Yea that is def their most popular one,"""P.89_P.97""",76003,monkey.png
47071,GSL_G.7_main_1,1706901623194,P.96,I did a constellation lab and it was sooo cool,"""P.96_P.97""",108038,dog.png
47072,GSL_G.7_main_1,1706901625145,P.89,I cant w horror movies,"""P.89_P.101""",183128,zebra.png
47073,GSL_G.7_main_1,1706901626810,P.91,"yeah absolutely, I'm from a city so its just kinda flat and either buildings or parking lots so its a really nice change of pace here, especially being able to see the stars since there isnt as much light pollution here","""P.91_P.97""",220828,Pig.png
47074,GSL_G.7_main_1,1706901627775,P.89,like I can do scream,"""P.89_P.101""",183128,zebra.png
47075,GSL_G.7_main_1,1706901628603,P.96,ohhh,"""P.91_P.96""",108038,dog.png
47076,GSL_G.7_main_1,1706901630738,P.94,replying super fast or just zero personality,"""P.94_P.100""",598908,bear.png
47077,GSL_G.7_main_1,1706901631042,P.89,but thats it,"""P.89_P.101""",183128,zebra.png
47078,GSL_G.7_main_1,1706901634377,P.101,suburbia is so so so ugly,"""P.94_P.101""",18608,dog2.png
47079,GSL_G.7_main_1,1706901635737,P.97,Ah nice what games are you playing right now?,"""P.95_P.97""",76003,monkey.png
47080,GSL_G.7_main_1,1706901641220,P.89,ohhh nice thats fire,"""P.89_P.100""",183128,zebra.png
47081,GSL_G.7_main_1,1706901641663,P.98,is it like a sciency type class?,"""P.97_P.98""",97946,fox.png
47082,GSL_G.7_main_1,1706901646990,P.100,An alumni's property 40 mins away,"""P.98_P.100""",688468,moose.png
47083,GSL_G.7_main_1,1706901647998,P.89,whats ur major,"""P.89_P.100""",183128,zebra.png
47084,GSL_G.7_main_1,1706901648222,P.98,thats like not a word lol but you get it,"""P.97_P.98""",97946,fox.png
47085,GSL_G.7_main_1,1706901649649,P.96,I feel like potentially watched that one I dont rlly remember tbh,"""P.89_P.96""",108038,dog.png
47086,GSL_G.7_main_1,1706901649742,P.97,"Woah I have not but now that you have told me about it, i will have to","""P.96_P.97""",76003,monkey.png
47087,GSL_G.7_main_1,1706901650967,P.94,what class are you doing discusison for?,"""P.89_P.94""",598908,bear.png
47088,GSL_G.7_main_1,1706901654170,P.96,good luck Charlie and jessie,"""P.89_P.96""",108038,dog.png
47089,GSL_G.7_main_1,1706901655861,P.89,maybe I will look into it,"""P.89_P.97""",183128,zebra.png
47090,GSL_G.7_main_1,1706901658708,P.89,I like action/comedy,"""P.89_P.97""",183128,zebra.png
47091,GSL_G.7_main_1,1706901660251,P.100,he has like 80 acres in the middle of nowhere with 4 houses on it,"""P.98_P.100""",688468,moose.png
47092,GSL_G.7_main_1,1706901661869,P.89,kevin hart lmao,"""P.89_P.97""",183128,zebra.png
47093,GSL_G.7_main_1,1706901663753,P.101,my personal nightmare are those UGLY office buildings that started popping up everywhere in like the 80s,"""P.94_P.101""",18608,dog2.png
47094,GSL_G.7_main_1,1706901665445,P.98,omg,"""P.98_P.100""",97946,fox.png
47095,GSL_G.7_main_1,1706901668366,P.97,"Its a computer science class, so kind of?","""P.97_P.98""",76003,monkey.png
47096,GSL_G.7_main_1,1706901668976,P.94,"yeah should be, im a first year too","""P.94_P.98""",598908,bear.png
47097,GSL_G.7_main_1,1706901671870,P.98,thats crazy,"""P.98_P.100""",97946,fox.png
47098,GSL_G.7_main_1,1706901672573,P.96,at the moment im on a Zach bryan kick,"""P.96_P.100""",108038,dog.png
47099,GSL_G.7_main_1,1706901673393,P.89,yes yes those were great,"""P.89_P.96""",183128,zebra.png
47100,GSL_G.7_main_1,1706901673573,P.100,no way,"""P.95_P.100""",688468,moose.png
47101,GSL_G.7_main_1,1706901677887,P.96,he just like relaxes me,"""P.96_P.100""",108038,dog.png
47102,GSL_G.7_main_1,1706901678870,P.101,i swear those buildings are just going to turn into giant ghost towns,"""P.94_P.101""",18608,dog2.png
47103,GSL_G.7_main_1,1706901680699,P.89,icarly,"""P.89_P.96""",183128,zebra.png
47104,GSL_G.7_main_1,1706901683882,P.96,YESS,"""P.89_P.96""",108038,dog.png
47105,GSL_G.7_main_1,1706901684351,P.89,victorious omg,"""P.89_P.96""",183128,zebra.png
47106,GSL_G.7_main_1,1706901685536,P.96,victorious,"""P.89_P.96""",108038,dog.png
47107,GSL_G.7_main_1,1706901686082,P.98,oh cool! how do you feel about uva so far,"""P.94_P.98""",97946,fox.png
47108,GSL_G.7_main_1,1706901687255,P.96,"DHN""OSADVBD Fo","""P.89_P.96""",108038,dog.png
47109,GSL_G.7_main_1,1706901687747,P.91,"idk, I was decent at it in high school and it was a good career field to go into before I came to college. Now though there isn't as much opportunity so I might change to another engineering field idk","""P.89_P.91""",220828,Pig.png
47110,GSL_G.7_main_1,1706901687944,P.89,OMG,"""P.89_P.96""",183128,zebra.png
47111,GSL_G.7_main_1,1706901689494,P.96,NO WAY,"""P.89_P.96""",108038,dog.png
47112,GSL_G.7_main_1,1706901689602,P.89,SNGAEGJNAL,"""P.89_P.96""",183128,zebra.png
47113,GSL_G.7_main_1,1706901690558,P.97,Yea so true,"""P.91_P.97""",76003,monkey.png
47114,GSL_G.7_main_1,1706901691539,P.89,LMGAOOOO,"""P.89_P.96""",183128,zebra.png
47115,GSL_G.7_main_1,1706901695586,P.89,thats so funny,"""P.89_P.96""",183128,zebra.png
47116,GSL_G.7_main_1,1706901696044,P.98,ahhh,"""P.97_P.98""",97946,fox.png
47117,GSL_G.7_main_1,1706901697024,P.100,how're you liking it?,"""P.95_P.100""",688468,moose.png
47118,GSL_G.7_main_1,1706901701512,P.94,i think i want to have a cat but im not sure i can take care of it u know,"""P.94_P.98""",598908,bear.png
47119,GSL_G.7_main_1,1706901701768,P.98,ive hear CS is hard,"""P.97_P.98""",97946,fox.png
47120,GSL_G.7_main_1,1706901706291,P.98,i could never do it for sure,"""P.97_P.98""",97946,fox.png
47121,GSL_G.7_main_1,1706901708557,P.97,"You should def go out further out south when you get the chance, because there is almost no light pollution there","""P.91_P.97""",76003,monkey.png
47122,GSL_G.7_main_1,1706901711447,P.96,yes u def should,"""P.96_P.97""",108038,dog.png
47123,GSL_G.7_main_1,1706901711659,P.101,honestly they should turn those office buildings into housing for the homeless because no one went back to work in them after COVID and they're just sitting there empty,"""P.94_P.101""",18608,dog2.png
47124,GSL_G.7_main_1,1706901712184,P.91,yeah i'm not a morning person either lol,"""P.91_P.101""",220828,Pig.png
47125,GSL_G.7_main_1,1706901713808,P.89,lppl class called resilient student,"""P.89_P.94""",183128,zebra.png
47126,GSL_G.7_main_1,1706901715422,P.98,yeah no makes sense,"""P.94_P.98""",97946,fox.png
47127,GSL_G.7_main_1,1706901716093,P.97,"The stars are immaculate, you can see every single one in the night","""P.91_P.97""",76003,monkey.png
47128,GSL_G.7_main_1,1706901717006,P.94,"tbh uva is just a college, i don't feel like there's anything so special","""P.94_P.98""",598908,bear.png
47129,GSL_G.7_main_1,1706901717264,P.95,Recently I play Overwatch and monster hunter iceborne a lot. I spent less time playing single player game because I think that may need more time to concentrate.,"""P.95_P.97""",243614,elephant.png
47130,GSL_G.7_main_1,1706901718679,P.100,just is mirroring everything I say really,"""P.94_P.100""",688468,moose.png
47131,GSL_G.7_main_1,1706901718685,P.99,d,"""P.99_P.100""",269608,fox2.png
47132,GSL_G.7_main_1,1706901719315,P.99,d,"""P.99_P.100""",269608,fox2.png
47133,GSL_G.7_main_1,1706901719538,P.99,d,"""P.99_P.100""",269608,fox2.png
47134,GSL_G.7_main_1,1706901719638,P.89,its interesting ngl all about like growth,"""P.89_P.94""",183128,zebra.png
47135,GSL_G.7_main_1,1706901719767,P.99,d,"""P.99_P.100""",269608,fox2.png
47136,GSL_G.7_main_1,1706901720383,P.99,d,"""P.99_P.100""",269608,fox2.png
47137,GSL_G.7_main_1,1706901720393,P.99,d,"""P.99_P.100""",269608,fox2.png
47138,GSL_G.7_main_1,1706901721387,P.99,d,"""P.99_P.100""",269608,fox2.png
47139,GSL_G.7_main_1,1706901721570,P.98,theyre a lot of responsibility,"""P.94_P.98""",97946,fox.png
47140,GSL_G.7_main_1,1706901728035,P.96,I took intro to sky and solar system w Aaron Evans highly recommend,"""P.96_P.97""",108038,dog.png
47141,GSL_G.7_main_1,1706901729986,P.97,I see! Kevin Hart's stuff is rly funny,"""P.89_P.97""",76003,monkey.png
47142,GSL_G.7_main_1,1706901730860,P.100,maybe we're just really similar tho,"""P.94_P.100""",688468,moose.png
47143,GSL_G.7_main_1,1706901731290,P.89,I like it so far and it doesnt seem too hard,"""P.89_P.94""",183128,zebra.png
47144,GSL_G.7_main_1,1706901734011,P.96,it fulfills the one discipline,"""P.96_P.97""",108038,dog.png
47145,GSL_G.7_main_1,1706901737722,P.98,i get what you mean,"""P.94_P.98""",97946,fox.png
47146,GSL_G.7_main_1,1706901739050,P.97,Have you seen the movie the Upside?,"""P.89_P.97""",76003,monkey.png
47147,GSL_G.7_main_1,1706901739106,P.89,oh wow really?,"""P.89_P.91""",183128,zebra.png
47148,GSL_G.7_main_1,1706901741285,P.91,I have some family that live up north close to the west virginia border and whenever I go there its amazing,"""P.91_P.97""",220828,Pig.png
47149,GSL_G.7_main_1,1706901748276,P.100,I'm a CS major with a Data Science minor wbu,"""P.89_P.100""",688468,moose.png
47150,GSL_G.7_main_1,1706901750184,P.95,"I am actually a 3rd year right now, so it is ok haha","""P.95_P.100""",243614,elephant.png
47151,GSL_G.7_main_1,1706901756737,P.100,?,"""P.99_P.100""",688468,moose.png
47152,GSL_G.7_main_1,1706901756749,P.94,and cats r a little harder to exercise i think? cuz with dogs theyre just super happy to go on a walk whenever,"""P.94_P.98""",598908,bear.png
47153,GSL_G.7_main_1,1706901757491,P.97,Yea single player games are a lot different for sure,"""P.95_P.97""",76003,monkey.png
47154,GSL_G.7_main_1,1706901760439,P.89,oooohhhh maybe??,"""P.89_P.97""",183128,zebra.png
47155,GSL_G.7_main_1,1706901762527,P.101,im so glad i asked a question you think about regularly lol,"""P.96_P.101""",18608,dog2.png
47156,GSL_G.7_main_1,1706901765209,P.89,ive seen so many of his,"""P.89_P.97""",183128,zebra.png
47157,GSL_G.7_main_1,1706901766532,P.97,I really enjyoed this game called Hollow Knight like a month ago,"""P.95_P.97""",76003,monkey.png
47158,GSL_G.7_main_1,1706901767691,P.94,hmmm,"""P.94_P.100""",598908,bear.png
47159,GSL_G.7_main_1,1706901770634,P.89,my family and I love them,"""P.89_P.97""",183128,zebra.png
47160,GSL_G.7_main_1,1706901772950,P.98,lol i mean i guess you could walk a cat if you really wanted to,"""P.94_P.98""",97946,fox.png
47161,GSL_G.7_main_1,1706901778641,P.89,whats ur major,"""P.89_P.98""",183128,zebra.png
47162,GSL_G.7_main_1,1706901778817,P.100,Yeah he's got some cash lmao,"""P.98_P.100""",688468,moose.png
47163,GSL_G.7_main_1,1706901779193,P.97,Wow okay bet thank you,"""P.96_P.97""",76003,monkey.png
47164,GSL_G.7_main_1,1706901780175,P.101,but respect if i went blind id be done for,"""P.96_P.101""",18608,dog2.png
47165,GSL_G.7_main_1,1706901782659,P.98,idk how well it would work out for you though,"""P.94_P.98""",97946,fox.png
47166,GSL_G.7_main_1,1706901782881,P.89,oh cool,"""P.89_P.100""",183128,zebra.png
47167,GSL_G.7_main_1,1706901783569,P.96,HAHAH,"""P.96_P.101""",108038,dog.png
47168,GSL_G.7_main_1,1706901785794,P.96,wbu,"""P.96_P.101""",108038,dog.png
47169,GSL_G.7_main_1,1706901786561,P.94,might be a terrible generalization but i think quite a few boys can be like that,"""P.94_P.100""",598908,bear.png
47170,GSL_G.7_main_1,1706901787319,P.101,is there a reason you think about this a lot or?,"""P.96_P.101""",18608,dog2.png
47171,GSL_G.7_main_1,1706901787489,P.89,idk rn but I’m premed,"""P.89_P.100""",183128,zebra.png
47172,GSL_G.7_main_1,1706901787968,P.98,kines,"""P.89_P.98""",97946,fox.png
47173,GSL_G.7_main_1,1706901789056,P.95,"Yeah, it is a good game","""P.95_P.97""",243614,elephant.png
47174,GSL_G.7_main_1,1706901789397,P.98,wbu,"""P.89_P.98""",97946,fox.png
47175,GSL_G.7_main_1,1706901793745,P.89,do u like data science,"""P.89_P.100""",183128,zebra.png
47176,GSL_G.7_main_1,1706901794985,P.97,This was very helpful information! Help me fulfill a passion!,"""P.96_P.97""",76003,monkey.png
47177,GSL_G.7_main_1,1706901797454,P.101,i like to think id win,"""P.96_P.101""",18608,dog2.png
47178,GSL_G.7_main_1,1706901798617,P.100,got an internship where he used to work so maybe one day I'll be like him,"""P.98_P.100""",688468,moose.png
47179,GSL_G.7_main_1,1706901804545,P.98,a little cash never hurt nobody,"""P.98_P.100""",97946,fox.png
47180,GSL_G.7_main_1,1706901806186,P.89,ooh I’m taking a kines class rn,"""P.89_P.98""",183128,zebra.png
47181,GSL_G.7_main_1,1706901809177,P.96,not in particular but my friends make fun of me for being blind,"""P.96_P.101""",108038,dog.png
47182,GSL_G.7_main_1,1706901811011,P.97,Wow yea thats the place to go,"""P.91_P.97""",76003,monkey.png
47183,GSL_G.7_main_1,1706901811927,P.89,I’m undecided but premed,"""P.89_P.98""",183128,zebra.png
47184,GSL_G.7_main_1,1706901814020,P.101,im the type of person who thinks they'd be divergent in the movie divergent or like win the hunger games,"""P.96_P.101""",18608,dog2.png
47185,GSL_G.7_main_1,1706901816079,P.98,ouuuuu that sounds fun,"""P.98_P.100""",97946,fox.png
47186,GSL_G.7_main_1,1706901816973,P.91,"yeah a lot of places are laying off a lot of employees, idk if they're realizing that AI can do a lot of what they did or if companies panic hired people during covid and are now realizing that its not sustainable. either way I'm just hoping it figures itself out soon lol","""P.89_P.91""",220828,Pig.png
47187,GSL_G.7_main_1,1706901817900,P.101,im too competitive for my own good,"""P.96_P.101""",18608,dog2.png
47188,GSL_G.7_main_1,1706901819548,P.98,what is your internship for,"""P.98_P.100""",97946,fox.png
47189,GSL_G.7_main_1,1706901822153,P.100,I need to listen to more of him,"""P.96_P.100""",688468,moose.png
47190,GSL_G.7_main_1,1706901826556,P.96,and I feel like an apocalypse is the only time it would rlly be my downfall,"""P.96_P.101""",108038,dog.png
47191,GSL_G.7_main_1,1706901827061,P.97,Stars make me feel so much awe its insane,"""P.91_P.97""",76003,monkey.png
47192,GSL_G.7_main_1,1706901829066,P.100,I know his hits but nothin more than that,"""P.96_P.100""",688468,moose.png
47193,GSL_G.7_main_1,1706901829226,P.101,HAHAHA nooo,"""P.96_P.101""",18608,dog2.png
47194,GSL_G.7_main_1,1706901830702,P.96,IM SO COMPETITIVE,"""P.96_P.101""",108038,dog.png
